Reference,ID64,System Name,Mod(8),Mass Code,Body,Ruin Index,Site Type,EDx,EDy,EDz,Surface Lattitude,Surface Longitude,Active Monolith Count,Region,Primary Star Type,Star Subtype,Luminosity,Spectral Class,Absolute Magnitude,Age,Surface Temperature,Number of Stars,Body Count,Body Name,Body ID64,Body ID,Body Type,Body Subtype,Tidally Locked,Distance to Arrival,Rotational Period,Semi Major Axis,Arg of Periapsis,Axial Tilt,Orbital Eccentricity,Orbital Inclination,Orbital Period (Days),Orbital Syncronicity,Parent ID,Parent Type,Parent Subtype,Body Radius,Earth Masses,Surface Temperature (K),Gravity,Body Ice (%),Body Metal (%),Body Rock (%),Volcanism,Atmosphere,Surface Pressure (Atmospheres),Terraforming State,Materials
GR292,5490578574072,Col 173 Sector HI-M a55-0,0,a,A 3,1,γ,1147.4375,-43.9375,-113.21875,-55.0378,52.3059,29,Inner Orion Spur,Star,L (Brown dwarf) Star,V,L2,12.489532,10176,1796,3,24,Col 173 Sector HI-M a55-0 A 3,432351054806141688,12,Planet,High metal content world,TRUE,21.265538,0.5807427314,1.74E-05,194.43953,0.48495,0.021697,3.948372,0.3990889768,0.1816537546,396322257787177720,Null,,1272.64575,0.0073,240.241364,0.1831925156,0,33.1878,66.8122,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Arsenic: 2.089617%, Carbon: 13.352039%, Chromium: 10.123915%, Iron: 22.510933%, Molybdenum: 1.469951%, Nickel: 17.026325%, Niobium: 1.538502%, Phosphorus: 8.548205%, Sulphur: 15.878341%, Yttrium: 1.344551%, Zinc: 6.117629%"
GR293,5490578574072,Col 173 Sector HI-M a55-0,0,a,A 2,1,γ,1147.4375,-43.9375,-113.21875,17.2030,-176.7260,22,Inner Orion Spur,Star,L (Brown dwarf) Star,V,L2,12.489532,10176,1796,3,24,Col 173 Sector HI-M a55-0 A 2,360293460768213752,10,Planet,High metal content world,TRUE,15.783367,5.141369559,0.03166542621,157.629889,0.507739,0.001839,-0.516671,5.206196672,0.06482711369,72063084616502008,Star,L (Brown dwarf) Star,1535.329375,0.012944,273.886414,0.2231764046,0,33.1905,66.8095,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.102461%, Carbon: 13.434113%, Chromium: 10.18643%, Iron: 22.649939%, Nickel: 17.131464%, Niobium: 1.548002%, Phosphorus: 8.600749%, Sulphur: 15.975942%, Tin: 1.456015%, Vanadium: 5.562037%, Yttrium: 1.352854%"
GR294,5490578574072,Col 173 Sector HI-M a55-0,0,a,A 2,2,α,1147.4375,-43.9375,-113.21875,-1.6184,126.8486,21,Inner Orion Spur,Star,L (Brown dwarf) Star,V,L2,12.489532,10176,1796,3,24,Col 173 Sector HI-M a55-0 A 2,360293460768213752,10,Planet,High metal content world,TRUE,15.783367,5.141369559,0.03166542621,157.629889,0.507739,0.001839,-0.516671,5.206196672,0.06482711369,72063084616502008,Star,L (Brown dwarf) Star,1535.329375,0.012944,273.886414,0.2231764046,0,33.1905,66.8095,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.102461%, Carbon: 13.434113%, Chromium: 10.18643%, Iron: 22.649939%, Nickel: 17.131464%, Niobium: 1.548002%, Phosphorus: 8.600749%, Sulphur: 15.975942%, Tin: 1.456015%, Vanadium: 5.562037%, Yttrium: 1.352854%"
GR295,1726501276803,Prai Hypoo PC-C d50,3,d,C 1,2,γ,-9371.3125,-408.5,7899.71875,7.9078,72.1342,16,Temple,Star,A (Blue-White) Star,Vb,A9,3.087936,318,7562,3,30,Prai Hypoo PC-C d50 C 1,864692854956412035,24,Planet,High metal content world,FALSE,476669.2003,1.401553799,0.6124267357,262.268493,0.411841,0.000771,-0.002498,214.7976309,213.3960771,144116914577132675,Star,K (Yellow-Orange) Star,1491.3625,0.011785,215.928085,0.2153482207,0,32.5958,67.4042,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.636011%, Carbon: 12.648067%, Chromium: 9.474893%, Iron: 21.067806%, Manganese: 8.700788%, Mercury: 0.919996%, Nickel: 15.934807%, Phosphorus: 8.09751%, Sulphur: 15.041171%, Technetium: 0.75351%, Zinc: 5.725441%"
GR296,1726501276803,Prai Hypoo PC-C d50,3,d,C 1,3,γ,-9371.3125,-408.5,7899.71875,18.3239,-116.3332,16,Temple,Star,A (Blue-White) Star,Vb,A9,3.087936,318,7562,3,30,Prai Hypoo PC-C d50 C 1,864692854956412035,24,Planet,High metal content world,FALSE,476669.2003,1.401553799,0.6124267357,262.268493,0.411841,0.000771,-0.002498,214.7976309,213.3960771,144116914577132675,Star,K (Yellow-Orange) Star,1491.3625,0.011785,215.928085,0.2153482207,0,32.5958,67.4042,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.636011%, Carbon: 12.648067%, Chromium: 9.474893%, Iron: 21.067806%, Manganese: 8.700788%, Mercury: 0.919996%, Nickel: 15.934807%, Phosphorus: 8.09751%, Sulphur: 15.041171%, Technetium: 0.75351%, Zinc: 5.725441%"
GR297,1726501276803,Prai Hypoo PC-C d50,3,d,C 1,1,γ,-9371.3125,-408.5,7899.71875,-36.1000,-132.8827,17,Temple,Star,A (Blue-White) Star,Vb,A9,3.087936,318,7562,3,30,Prai Hypoo PC-C d50 C 1,864692854956412035,24,Planet,High metal content world,FALSE,476669.2003,1.401553799,0.6124267357,262.268493,0.411841,0.000771,-0.002498,214.7976309,213.3960771,144116914577132675,Star,K (Yellow-Orange) Star,1491.3625,0.011785,215.928085,0.2153482207,0,32.5958,67.4042,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.636011%, Carbon: 12.648067%, Chromium: 9.474893%, Iron: 21.067806%, Manganese: 8.700788%, Mercury: 0.919996%, Nickel: 15.934807%, Phosphorus: 8.09751%, Sulphur: 15.041171%, Technetium: 0.75351%, Zinc: 5.725441%"
GR298,871299533427,Blae Eork NE-E d13-25,3,d,B 2,3,α,8670.0625,-65.1875,2680.59375,-9.8243,-116.6051,17,Outer Orion Spur,Star,F (White) Star,Vb,F2,3.580322,1814,7105,2,19,Blae Eork NE-E d13-25 B 2,900720796773632627,25,Planet,High metal content world,FALSE,10277.37613,1.684328888,0.3923988868,336.02578,0.251017,0.000825,0.000426,135.7236877,134.0393588,72058465337461363,Star,M (Red dwarf) Star,1320.629875,0.008145,227.390396,0.1898098297,0,32.7959,67.2041,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.749782%, Carbon: 13.489248%, Chromium: 10.133795%, Iron: 22.532902%, Mercury: 0.983975%, Nickel: 17.042944%, Phosphorus: 8.636047%, Selenium: 2.510632%, Sulphur: 16.04151%, Vanadium: 5.533297%, Yttrium: 1.345863%"
GR299,2072380410219,Col 173 Sector EM-L d8-60,3,d,8 a,2,α,1511.21875,-177.4375,7.40625,0.9076,152.4673,21,Inner Orion Spur,Star,F (White) Star,Vb,F4,3.779602,438,6853,2,63,Col 173 Sector EM-L d8-60 8 a,1729384329290680683,48,Planet,Rocky body,TRUE,1107.162144,3.64841108,0.006651744336,175.983813,-0.361337,0.006853,-0.050984,3.648345876,6.52E-05,1621297938233788779,Planet,Class III gas giant,2140.51125,0.029504,242.344559,0.2617067401,0,8.944,91.056,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 15.283351%, Chromium: 8.387575%, Germanium: 5.395559%, Iron: 18.650112%, Manganese: 7.702305%, Mercury: 0.81442%, Molybdenum: 1.217842%, Nickel: 14.106162%, Phosphorus: 9.784663%, Polonium: 0.482946%, Sulphur: 18.175068%"
GR300,2072380410219,Col 173 Sector EM-L d8-60,3,d,8 a,1,γ,1511.21875,-177.4375,7.40625,-38.9284,140.4628,13,Inner Orion Spur,Star,F (White) Star,Vb,F4,3.779602,438,6853,2,63,Col 173 Sector EM-L d8-60 8 a,1729384329290680683,48,Planet,Rocky body,TRUE,1107.162144,3.64841108,0.006651744336,175.983813,-0.361337,0.006853,-0.050984,3.648345876,6.52E-05,1621297938233788779,Planet,Class III gas giant,2140.51125,0.029504,242.344559,0.2617067401,0,8.944,91.056,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 15.283351%, Chromium: 8.387575%, Germanium: 5.395559%, Iron: 18.650112%, Manganese: 7.702305%, Mercury: 0.81442%, Molybdenum: 1.217842%, Nickel: 14.106162%, Phosphorus: 9.784663%, Polonium: 0.482946%, Sulphur: 18.175068%"
GR301,938509044075,Col 173 Sector EM-L d8-27,3,d,4 a,1,α,1480.5,-182.3125,8,12.0324,0.1633,18,Inner Orion Spur,Star,F (White) Star,Vab,F8,4.116501,2920,6261,4,24,Col 173 Sector EM-L d8-27 4 a,612490487831431531,17,Planet,Rocky body,TRUE,1719.941073,2.301403327,0.009786297613,285.215763,-0.250797,0.000262,0.148779,2.342457297,0.04105397016,540432893793503595,Star,Y (Brown dwarf) Star,1909.205125,0.020745,228.619415,0.2313048843,0,8.8326,91.1674,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.474862%, Carbon: 15.724415%, Chromium: 8.541606%, Iron: 18.992609%, Nickel: 14.365212%, Phosphorus: 10.06704%, Ruthenium: 1.172915%, Sulphur: 18.699587%, Tin: 1.136354%, Vanadium: 4.663923%, Zinc: 5.16148%"
GR302,938509044075,Col 173 Sector EM-L d8-27,3,d,4 a,2,γ,1480.5,-182.3125,8,42.4088,-15.9844,23,Inner Orion Spur,Star,F (White) Star,Vab,F8,4.116501,2920,6261,4,24,Col 173 Sector EM-L d8-27 4 a,612490487831431531,17,Planet,Rocky body,TRUE,1719.941073,2.301403327,0.009786297613,285.215763,-0.250797,0.000262,0.148779,2.342457297,0.04105397016,540432893793503595,Star,Y (Brown dwarf) Star,1909.205125,0.020745,228.619415,0.2313048843,0,8.8326,91.1674,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.474862%, Carbon: 15.724415%, Chromium: 8.541606%, Iron: 18.992609%, Nickel: 14.365212%, Phosphorus: 10.06704%, Ruthenium: 1.172915%, Sulphur: 18.699587%, Tin: 1.136354%, Vanadium: 4.663923%, Zinc: 5.16148%"
GR303,766710335859,Col 173 Sector KN-J d9-22,3,d,5 a,1,β,1514.8125,-263.875,75.125,-42.7255,38.0045,11,Inner Orion Spur,Star,F (White) Star,VI,F1,3.464401,1050,7277,1,39,Col 173 Sector KN-J d9-22 5 a,936749489203399027,26,Planet,Rocky body,TRUE,2063.727618,2.191237792,0.005025327255,97.641847,-0.489591,0.000145,-0.003895,2.191203888,3.39E-05,900720692184435059,Planet,Class III gas giant,1031.258,0.003181,211.127823,0.1215587845,0,9.0542,90.9458,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.615951%, Carbon: 16.653486%, Iron: 20.455828%, Manganese: 8.448049%, Mercury: 0.893272%, Nickel: 15.471931%, Niobium: 1.398047%, Phosphorus: 10.661847%, Sulphur: 19.804443%, Yttrium: 1.221802%, Zirconium: 2.375343%"
GR304,766710335859,Col 173 Sector KN-J d9-22,3,d,5 a,2,α,1514.8125,-263.875,75.125,-14.0261,66.8619,20,Inner Orion Spur,Star,F (White) Star,VI,F1,3.464401,1050,7277,1,39,Col 173 Sector KN-J d9-22 5 a,936749489203399027,26,Planet,Rocky body,TRUE,2063.727618,2.191237792,0.005025327255,97.641847,-0.489591,0.000145,-0.003895,2.191203888,3.39E-05,900720692184435059,Planet,Class III gas giant,1031.258,0.003181,211.127823,0.1215587845,0,9.0542,90.9458,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.615951%, Carbon: 16.653486%, Iron: 20.455828%, Manganese: 8.448049%, Mercury: 0.893272%, Nickel: 15.471931%, Niobium: 1.398047%, Phosphorus: 10.661847%, Sulphur: 19.804443%, Yttrium: 1.221802%, Zirconium: 2.375343%"
GR305,7288961443257,Col 173 Sector IE-R b34-3,1,b,B 2,1,α,1563.8125,-244.625,39.34375,-9.9659,99.5033,33,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M6,10.236084,13010,2554,4,30,Col 173 Sector IE-R b34-3 B 2,1008813605492434361,28,Planet,High metal content world,TRUE,4274.562241,0.460318462,1.37E-05,115.118191,-0.062024,0.154629,-1.003159,0.3121547884,0.1481636736,972784808473470393,Null,,1225.23025,0.006489,280.242889,0.1756765576,0,32.9233,67.0767,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 12.676991%, Chromium: 9.563209%, Germanium: 4.445564%, Iron: 21.264181%, Manganese: 8.78189%, Molybdenum: 1.388539%, Nickel: 16.083336%, Niobium: 1.453293%, Phosphorus: 8.116026%, Sulphur: 15.075567%, Tellurium: 1.15141%"
GR306,7288961443257,Col 173 Sector IE-R b34-3,1,b,B 2,2,α,1563.8125,-244.625,39.34375,37.6590,66.7186,34,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M6,10.236084,13010,2554,4,30,Col 173 Sector IE-R b34-3 B 2,1008813605492434361,28,Planet,High metal content world,TRUE,4274.562241,0.460318462,1.37E-05,115.118191,-0.062024,0.154629,-1.003159,0.3121547884,0.1481636736,972784808473470393,Null,,1225.23025,0.006489,280.242889,0.1756765576,0,32.9233,67.0767,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 12.676991%, Chromium: 9.563209%, Germanium: 4.445564%, Iron: 21.264181%, Manganese: 8.78189%, Molybdenum: 1.388539%, Nickel: 16.083336%, Niobium: 1.453293%, Phosphorus: 8.116026%, Sulphur: 15.075567%, Tellurium: 1.15141%"
GR307,7142932230673,Prai Hypoo NQ-F b2-3,1,b,C 1,2,γ,-9324.5625,-339.03125,7954.53125,-11.9597,-2.8120,22,Temple,Star,M (Red dwarf) Star,Va,M7,10.102524,8142,2508,3,69,Prai Hypoo NQ-F b2-3 C 1,3422742859733807633,95,Planet,High metal content world,TRUE,204911.0089,1.589693602,0.01227647009,280.774832,-0.32216,0.000342,-0.023987,1.589689128,4.47E-06,144122331008086545,Star,T (Brown dwarf) Star,1972.396375,0.027807,278.300598,0.2904934231,0,32.7234,67.2766,,No atmosphere,0,Not terraformable,"Arsenic: 2.174047%, Carbon: 13.765394%, Iron: 23.002321%, Manganese: 9.499724%, Mercury: 1.004473%, Molybdenum: 1.502038%, Nickel: 17.397993%, Phosphorus: 8.812841%, Sulphur: 16.369905%, Technetium: 0.8227%, Vanadium: 5.64857%"
GR308,7142932230673,Prai Hypoo NQ-F b2-3,1,b,C 1,3,β,-9324.5625,-339.03125,7954.53125,-10.9615,13.6114,14,Temple,Star,M (Red dwarf) Star,Va,M7,10.102524,8142,2508,3,69,Prai Hypoo NQ-F b2-3 C 1,3422742859733807633,95,Planet,High metal content world,TRUE,204911.0089,1.589693602,0.01227647009,280.774832,-0.32216,0.000342,-0.023987,1.589689128,4.47E-06,144122331008086545,Star,T (Brown dwarf) Star,1972.396375,0.027807,278.300598,0.2904934231,0,32.7234,67.2766,,No atmosphere,0,Not terraformable,"Arsenic: 2.174047%, Carbon: 13.765394%, Iron: 23.002321%, Manganese: 9.499724%, Mercury: 1.004473%, Molybdenum: 1.502038%, Nickel: 17.397993%, Phosphorus: 8.812841%, Sulphur: 16.369905%, Technetium: 0.8227%, Vanadium: 5.64857%"
GR309,7142932230673,Prai Hypoo NQ-F b2-3,1,b,C 1,1,γ,-9324.5625,-339.03125,7954.53125,-4.4986,49.2588,15,Temple,Star,M (Red dwarf) Star,Va,M7,10.102524,8142,2508,3,69,Prai Hypoo NQ-F b2-3 C 1,3422742859733807633,95,Planet,High metal content world,TRUE,204911.0089,1.589693602,0.01227647009,280.774832,-0.32216,0.000342,-0.023987,1.589689128,4.47E-06,144122331008086545,Star,T (Brown dwarf) Star,1972.396375,0.027807,278.300598,0.2904934231,0,32.7234,67.2766,,No atmosphere,0,Not terraformable,"Arsenic: 2.174047%, Carbon: 13.765394%, Iron: 23.002321%, Manganese: 9.499724%, Mercury: 1.004473%, Molybdenum: 1.502038%, Nickel: 17.397993%, Phosphorus: 8.812841%, Sulphur: 16.369905%, Technetium: 0.8227%, Vanadium: 5.64857%"
GR310,3384266232506,Col 173 Sector RF-D c13-12,2,c,C 3,2,γ,1108.5,-271.90625,-123.4375,41.1641,59.7864,18,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K0,5.350906,9674,5137,3,42,Col 173 Sector RF-D c13-12 C 3,1585270453100647098,44,Planet,High metal content world,FALSE,130166.8009,-20.3130366,0.09804662958,13.482097,-1.691522,0.000192,-0.000415,20.31038895,40.62342555,144118572342088378,Star,M (Red dwarf) Star,2639.8015,0.069612,289.524658,0.4059868461,0,34.5054,65.4946,,No atmosphere,0.0002156672292,Not terraformable,"Cadmium: 1.634693%, Carbon: 12.351247%, Chromium: 9.467261%, Iron: 21.050838%, Manganese: 8.693782%, Nickel: 15.921972%, Niobium: 1.438713%, Phosphorus: 7.907481%, Sulphur: 14.68819%, Tellurium: 1.124984%, Zinc: 5.720829%"
GR311,3384266232506,Col 173 Sector RF-D c13-12,2,c,C 3,3,α,1108.5,-271.90625,-123.4375,1.3889,-176.3345,16,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K0,5.350906,9674,5137,3,42,Col 173 Sector RF-D c13-12 C 3,1585270453100647098,44,Planet,High metal content world,FALSE,130166.8009,-20.3130366,0.09804662958,13.482097,-1.691522,0.000192,-0.000415,20.31038895,40.62342555,144118572342088378,Star,M (Red dwarf) Star,2639.8015,0.069612,289.524658,0.4059868461,0,34.5054,65.4946,,No atmosphere,0.0002156672292,Not terraformable,"Cadmium: 1.634693%, Carbon: 12.351247%, Chromium: 9.467261%, Iron: 21.050838%, Manganese: 8.693782%, Nickel: 15.921972%, Niobium: 1.438713%, Phosphorus: 7.907481%, Sulphur: 14.68819%, Tellurium: 1.124984%, Zinc: 5.720829%"
GR312,3384266232506,Col 173 Sector RF-D c13-12,2,c,C 3,1,γ,1108.5,-271.90625,-123.4375,-46.6991,54.4766,22,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K0,5.350906,9674,5137,3,42,Col 173 Sector RF-D c13-12 C 3,1585270453100647098,44,Planet,High metal content world,FALSE,130166.8009,-20.3130366,0.09804662958,13.482097,-1.691522,0.000192,-0.000415,20.31038895,40.62342555,144118572342088378,Star,M (Red dwarf) Star,2639.8015,0.069612,289.524658,0.4059868461,0,34.5054,65.4946,,No atmosphere,0.0002156672292,Not terraformable,"Cadmium: 1.634693%, Carbon: 12.351247%, Chromium: 9.467261%, Iron: 21.050838%, Manganese: 8.693782%, Nickel: 15.921972%, Niobium: 1.438713%, Phosphorus: 7.907481%, Sulphur: 14.68819%, Tellurium: 1.124984%, Zinc: 5.720829%"
GR314,33645295450793,Graea Hypue QL-V b19-15,1,b,C 3,1,α,-819.125,-623.34375,13440.4375,-54.4675,145.7261,31,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 C 3,1261041540959189673,35,Planet,High metal content world,TRUE,77749.12982,0.6695125695,1.78E-05,235.945108,-0.42333,0.03328,-3.595248,0.410201435,0.2593111344,1225012743940225705,Null,,1698.18775,0.017664,296.140442,0.2489418783,0,33.4503,66.5497,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 12.565615%, Chromium: 9.62258%, Germanium: 4.417463%, Iron: 21.396194%, Manganese: 8.836411%, Nickel: 16.183186%, Niobium: 1.462316%, Phosphorus: 8.044722%, Sulphur: 14.943115%, Tellurium: 1.144132%, Tin: 1.384276%"
GR315,33645295450793,Graea Hypue QL-V b19-15,1,b,C 3,2,γ,-819.125,-623.34375,13440.4375,-58.9887,-6.2307,37,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 C 3,1261041540959189673,35,Planet,High metal content world,TRUE,77749.12982,0.6695125695,1.78E-05,235.945108,-0.42333,0.03328,-3.595248,0.410201435,0.2593111344,1225012743940225705,Null,,1698.18775,0.017664,296.140442,0.2489418783,0,33.4503,66.5497,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Carbon: 12.565615%, Chromium: 9.62258%, Germanium: 4.417463%, Iron: 21.396194%, Manganese: 8.836411%, Nickel: 16.183186%, Niobium: 1.462316%, Phosphorus: 8.044722%, Sulphur: 14.943115%, Tellurium: 1.144132%, Tin: 1.384276%"
GR316,33645295450793,Graea Hypue QL-V b19-15,1,b,C 4,2,α,-819.125,-623.34375,13440.4375,17.3257,-105.1565,31,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 C 4,1297070337978153641,36,Planet,High metal content world,TRUE,77749.15426,0.5190280489,2.97E-05,55.945113,-0.060333,0.03328,-3.595248,0.410201435,0.1088266139,1225012743940225705,Null,,1437.841,0.010616,296.140442,0.2086950138,0,33.4503,66.5497,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Arsenic: 2.131146%, Cadmium: 1.792375%, Carbon: 13.555299%, Germanium: 4.765388%, Iron: 23.081388%, Manganese: 9.532378%, Molybdenum: 1.507201%, Nickel: 17.457796%, Phosphorus: 8.678335%, Sulphur: 16.12006%, Yttrium: 1.378624%"
GR317,33645295450793,Graea Hypue QL-V b19-15,1,b,C 4,1,γ,-819.125,-623.34375,13440.4375,-31.9812,44.7572,22,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 C 4,1297070337978153641,36,Planet,High metal content world,TRUE,77749.15426,0.5190280489,2.97E-05,55.945113,-0.060333,0.03328,-3.595248,0.410201435,0.1088266139,1225012743940225705,Null,,1437.841,0.010616,296.140442,0.2086950138,0,33.4503,66.5497,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Arsenic: 2.131146%, Cadmium: 1.792375%, Carbon: 13.555299%, Germanium: 4.765388%, Iron: 23.081388%, Manganese: 9.532378%, Molybdenum: 1.507201%, Nickel: 17.457796%, Phosphorus: 8.678335%, Sulphur: 16.12006%, Yttrium: 1.378624%"
GR318,33645295450793,Graea Hypue QL-V b19-15,1,b,D 2,1,α,-819.125,-623.34375,13440.4375,8.1562,126.7659,31,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 D 2,1585300714129865385,44,Planet,High metal content world,TRUE,77793.02478,1.740714046,0.01212010767,17.010173,0.517811,0.00315,-0.070337,1.788774574,0.04806052795,216206427409234601,Star,T (Brown dwarf) Star,1258.175375,0.007066,284.528839,0.1814102172,0,33.4491,66.5509,Major Rocky Magma,No atmosphere,0,Not terraformable,"Arsenic: 2.180048%, Cadmium: 1.83348%, Carbon: 13.86634%, Iron: 23.610729%, Manganese: 9.75099%, Molybdenum: 1.541767%, Nickel: 17.858168%, Phosphorus: 8.877468%, Selenium: 2.580816%, Sulphur: 16.48995%, Yttrium: 1.410241%"
GR319,33645295450793,Graea Hypue QL-V b19-15,1,b,D 2,2,γ,-819.125,-623.34375,13440.4375,-12.7938,119.4019,28,Norma Expanse,Star,M (Red dwarf) Star,Va,M6,9.972488,6240,2519,4,29,Graea Hypue QL-V b19-15 D 2,1585300714129865385,44,Planet,High metal content world,TRUE,77793.02478,1.740714046,0.01212010767,17.010173,0.517811,0.00315,-0.070337,1.788774574,0.04806052795,216206427409234601,Star,T (Brown dwarf) Star,1258.175375,0.007066,284.528839,0.1814102172,0,33.4491,66.5509,Major Rocky Magma,No atmosphere,0,Not terraformable,"Arsenic: 2.180048%, Cadmium: 1.83348%, Carbon: 13.86634%, Iron: 23.610729%, Manganese: 9.75099%, Molybdenum: 1.541767%, Nickel: 17.858168%, Phosphorus: 8.877468%, Selenium: 2.580816%, Sulphur: 16.48995%, Yttrium: 1.410241%"
GR320,1144583539011,Col 132 Sector GS-K d8-33,3,d,D 4,3,β,1111.5,-379.75,-418.3125,-18.9949,103.9208,11,Inner Orion Spur,Star,G (White-Yellow) Star,Vab,G4,4.856155,1260,5669,6,59,Col 132 Sector GS-K d8-33 D 4,2954362500138584387,82,Planet,High metal content world,TRUE,136023.0602,7.528329352,0.03595309676,7.174902,-0.017523,0.000367,0.705608,7.52832575,3.60E-06,252202723716286787,Star,L (Brown dwarf) Star,1006.364625,0.003567,295.504791,0.1431263383,0,32.8735,67.1265,,No atmosphere,0,Not terraformable,"Carbon: 13.126896%, Chromium: 9.886982%, Germanium: 4.631821%, Iron: 21.984104%, Mercury: 0.96001%, Molybdenum: 1.435549%, Nickel: 16.627855%, Phosphorus: 8.404064%, Ruthenium: 1.357659%, Sulphur: 15.610598%, Zinc: 5.974457%"
GR321,1144583539011,Col 132 Sector GS-K d8-33,3,d,D 4,1,α,1111.5,-379.75,-418.3125,29.2187,111.3083,15,Inner Orion Spur,Star,G (White-Yellow) Star,Vab,G4,4.856155,1260,5669,6,59,Col 132 Sector GS-K d8-33 D 4,2954362500138584387,82,Planet,High metal content world,TRUE,136023.0602,7.528329352,0.03595309676,7.174902,-0.017523,0.000367,0.705608,7.52832575,3.60E-06,252202723716286787,Star,L (Brown dwarf) Star,1006.364625,0.003567,295.504791,0.1431263383,0,32.8735,67.1265,,No atmosphere,0,Not terraformable,"Carbon: 13.126896%, Chromium: 9.886982%, Germanium: 4.631821%, Iron: 21.984104%, Mercury: 0.96001%, Molybdenum: 1.435549%, Nickel: 16.627855%, Phosphorus: 8.404064%, Ruthenium: 1.357659%, Sulphur: 15.610598%, Zinc: 5.974457%"
GR322,1144583539011,Col 132 Sector GS-K d8-33,3,d,D 4,2,γ,1111.5,-379.75,-418.3125,29.1475,111.7300,24,Inner Orion Spur,Star,G (White-Yellow) Star,Vab,G4,4.856155,1260,5669,6,59,Col 132 Sector GS-K d8-33 D 4,2954362500138584387,82,Planet,High metal content world,TRUE,136023.0602,7.528329352,0.03595309676,7.174902,-0.017523,0.000367,0.705608,7.52832575,3.60E-06,252202723716286787,Star,L (Brown dwarf) Star,1006.364625,0.003567,295.504791,0.1431263383,0,32.8735,67.1265,,No atmosphere,0,Not terraformable,"Carbon: 13.126896%, Chromium: 9.886982%, Germanium: 4.631821%, Iron: 21.984104%, Mercury: 0.96001%, Molybdenum: 1.435549%, Nickel: 16.627855%, Phosphorus: 8.404064%, Ruthenium: 1.357659%, Sulphur: 15.610598%, Zinc: 5.974457%"
GR323,2793465056939,Graea Hypue LS-S d4-81,3,d,AB 5 a,1,α,-760.8125,-641.09375,13431.65625,50.6078,-156.5868,18,Norma Expanse,Star,A (Blue-White) Star,Vz,A0,2.861618,230,7906,5,35,Graea Hypue LS-S d4-81 AB 5 a,1801442644413255339,50,Planet,Rocky body,TRUE,2571.884523,3.429648193,0.01072256723,194.36656,-0.189726,0.002111,0.602556,3.429579652,6.85E-05,1765413847394291371,Star,Y (Brown dwarf) Star,2195.8185,0.031904,215.043716,0.2689237279,0,8.9028,91.0972,,No atmosphere,0,Not terraformable,"Antimony: 1.195689%, Cadmium: 1.527335%, Carbon: 16.191525%, Germanium: 5.654062%, Iron: 19.668327%, Manganese: 8.122819%, Mercury: 0.858884%, Nickel: 14.8763%, Phosphorus: 10.366093%, Sulphur: 19.255077%, Zirconium: 2.283898%"
